0.000000,0.000701,0.001705,0.003253,0.005625,0.009142,0.014150,0.021011,0.026173,0.029971,0.032703,0.034625,0.035947,0.036833,0.037402,0.037731,0.037851,0.037744,0.037342,0.036512,0.035065,0.032749,0.029263,0.024271,0.017419,0.012261,0.008462,0.005723,0.003781,0.002414,0.001434,0.000679,0.000000
0.000000,0.000703,0.001707,0.003252,0.005619,0.009126,0.014120,0.020965,0.026111,0.029894,0.032615,0.034529,0.035846,0.036729,0.037297,0.037625,0.037744,0.037638,0.037235,0.036406,0.034962,0.032652,0.029176,0.024199,0.017363,0.012220,0.008436,0.005708,0.003774,0.002412,0.001434,0.000679,0.000000
0.000000,0.000698,0.001693,0.003222,0.005563,0.009034,0.013982,0.020775,0.025869,0.029606,0.032290,0.034175,0.035473,0.036343,0.036902,0.037225,0.037342,0.037235,0.036835,0.036015,0.034586,0.032301,0.028863,0.023931,0.017148,0.012057,0.008319,0.005628,0.003722,0.002379,0.001415,0.000671,0.000000
0.000000,0.000684,0.001657,0.003151,0.005436,0.008829,0.013681,0.020366,0.025356,0.029002,0.031612,0.033443,0.034701,0.035545,0.036087,0.036400,0.036512,0.036406,0.036015,0.035213,0.033819,0.031589,0.028227,0.023393,0.016716,0.011730,0.008083,0.005466,0.003615,0.002312,0.001376,0.000652,0.000000
0.000000,0.000658,0.001591,0.003019,0.005206,0.008461,0.013137,0.019628,0.024433,0.027921,0.030408,0.032149,0.033345,0.034147,0.034662,0.034959,0.035065,0.034962,0.034586,0.033819,0.032486,0.030353,0.027129,0.022470,0.015987,0.011186,0.007697,0.005202,0.003442,0.002203,0.001312,0.000622,0.000000
0.000000,0.000615,0.001484,0.002811,0.004840,0.007867,0.012248,0.018405,0.022902,0.026141,0.028441,0.030050,0.031155,0.031898,0.032376,0.032651,0.032749,0.032652,0.032301,0.031589,0.030353,0.028376,0.025378,0.021013,0.014863,0.010370,0.007130,0.004823,0.003196,0.002049,0.001223,0.000580,0.000000
0.000000,0.000555,0.001334,0.002515,0.004315,0.006998,0.010904,0.016497,0.020505,0.023375,0.025413,0.026843,0.027830,0.028496,0.028926,0.029175,0.029263,0.029176,0.028863,0.028227,0.027129,0.025378,0.022722,0.018830,0.013245,0.009240,0.006370,0.004324,0.002877,0.001852,0.001109,0.000527,0.000000
0.000000,0.000478,0.001144,0.002141,0.003641,0.005848,0.009029,0.013630,0.016898,0.019264,0.020970,0.022181,0.023025,0.023600,0.023975,0.024193,0.024271,0.024199,0.023931,0.023393,0.022470,0.021013,0.018830,0.015663,0.011069,0.007804,0.005437,0.003726,0.002499,0.001619,0.000975,0.000465,0.000000
0.000000,0.000392,0.000931,0.001724,0.002885,0.004525,0.006713,0.009345,0.011606,0.013379,0.014712,0.015684,0.016374,0.016851,0.017166,0.017351,0.017419,0.017363,0.017148,0.016716,0.015987,0.014863,0.013245,0.011069,0.008443,0.006186,0.004412,0.003074,0.002088,0.001367,0.000829,0.000397,0.000000
0.000000,0.000306,0.000721,0.001317,0.002165,0.003313,0.004759,0.006383,0.007888,0.009145,0.010132,0.010875,0.011415,0.011795,0.012050,0.012202,0.012261,0.012220,0.012057,0.011730,0.011186,0.010370,0.009240,0.007804,0.006186,0.004683,0.003426,0.002434,0.001679,0.001113,0.000681,0.000329,0.000000
0.000000,0.000227,0.000532,0.000960,0.001552,0.002328,0.003269,0.004299,0.005287,0.006148,0.006850,0.007395,0.007802,0.008093,0.008292,0.008413,0.008462,0.008436,0.008319,0.008083,0.007697,0.007130,0.006370,0.005437,0.004412,0.003426,0.002564,0.001858,0.001303,0.000875,0.000541,0.000263,0.000000
0.000000,0.000162,0.000376,0.000671,0.001071,0.001581,0.002187,0.002842,0.003483,0.004059,0.004543,0.004929,0.005224,0.005440,0.005589,0.005682,0.005723,0.005708,0.005628,0.005466,0.005202,0.004823,0.004324,0.003726,0.003074,0.002434,0.001858,0.001371,0.000977,0.000665,0.000415,0.000203,0.000000
0.000000,0.000110,0.000255,0.000452,0.000713,0.001040,0.001424,0.001838,0.002248,0.002624,0.002947,0.003212,0.003418,0.003572,0.003680,0.003749,0.003781,0.003774,0.003722,0.003615,0.003442,0.003196,0.002877,0.002499,0.002088,0.001679,0.001303,0.000977,0.000706,0.000487,0.000307,0.000151,0.000000
0.000000,0.000072,0.000165,0.000291,0.000455,0.000659,0.000896,0.001150,0.001405,0.001643,0.001851,0.002025,0.002162,0.002267,0.002342,0.002391,0.002414,0.002412,0.002379,0.002312,0.002203,0.002049,0.001852,0.001619,0.001367,0.001113,0.000875,0.000665,0.000487,0.000339,0.000216,0.000107,0.000000
0.000000,0.000043,0.000099,0.000174,0.000270,0.000389,0.000525,0.000673,0.000821,0.000961,0.001085,0.001190,0.001275,0.001340,0.001387,0.001419,0.001434,0.001434,0.001415,0.001376,0.001312,0.001223,0.001109,0.000975,0.000829,0.000681,0.000541,0.000415,0.000307,0.000216,0.000139,0.000069,0.000000
0.000000,0.000021,0.000048,0.000083,0.000128,0.000184,0.000247,0.000316,0.000385,0.000451,0.000510,0.000560,0.000601,0.000632,0.000656,0.000671,0.000679,0.000679,0.000671,0.000652,0.000622,0.000580,0.000527,0.000465,0.000397,0.000329,0.000263,0.000203,0.000151,0.000107,0.000069,0.000035,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

